Hecho Punible,Dpto,Denunciado,Aclarado,Semestre,Mes
LESION,Concepcion,6,1,2,Diciembre
ROBO DE OBJETOS,Concepcion,1,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Concepcion,8,1,2,Diciembre
ROBO DE VEHICULOS,Concepcion,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Concepcion,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Concepcion,3,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Concepcion,2,0,2,Diciembre
ABIGEATO,Alto Paraguay,0,0,2,Diciembre
COACCION SEXUAL,Alto Paraguay,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Paraguay,0,0,2,Diciembre
HOMICIDIO DOLOSO,Alto Paraguay,0,0,2,Diciembre
HURTO,Alto Paraguay,1,0,2,Diciembre
HURTO AGRAVADO,Alto Paraguay,0,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Alto Paraguay,0,0,2,Diciembre
LESION,Alto Paraguay,2,1,2,Diciembre
ROBO DE OBJETOS,Alto Paraguay,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Alto Paraguay,1,0,2,Diciembre
ROBO DE VEHICULOS,Alto Paraguay,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Alto Paraguay,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Paraguay,0,0,2,Diciembre
ABIGEATO,San Pedro,11,1,2,Diciembre
COACCION SEXUAL,San Pedro,1,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,San Pedro,12,11,2,Diciembre
HOMICIDIO DOLOSO,San Pedro,1,0,2,Diciembre
HURTO,San Pedro,5,3,2,Diciembre
HURTO AGRAVADO,San Pedro,9,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,San Pedro,19,24,2,Diciembre
LESION,San Pedro,5,2,2,Diciembre
ROBO DE OBJETOS,San Pedro,1,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,San Pedro,10,1,2,Diciembre
ROBO DE VEHICULOS,San Pedro,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,San Pedro,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,San Pedro,5,2,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,San Pedro,1,0,2,Diciembre
ABIGEATO,Caaguazu,25,8,2,Diciembre
COACCION SEXUAL,Caaguazu,5,3,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caaguazu,7,7,2,Diciembre
HOMICIDIO DOLOSO,Caaguazu,3,1,2,Diciembre
HURTO,Caaguazu,14,6,2,Diciembre
HURTO AGRAVADO,Caaguazu,12,1,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Caaguazu,32,32,2,Diciembre
LESION,Caaguazu,10,5,2,Diciembre
ROBO DE OBJETOS,Caaguazu,2,1,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Caaguazu,9,1,2,Diciembre
ROBO DE VEHICULOS,Caaguazu,3,2,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Caaguazu,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Caaguazu,13,1,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Caaguazu,4,1,2,Diciembre
ABIGEATO,Caazapa,6,2,2,Diciembre
COACCION SEXUAL,Caazapa,2,2,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Caazapa,2,2,2,Diciembre
HOMICIDIO DOLOSO,Caazapa,3,0,2,Diciembre
HURTO,Caazapa,3,0,2,Diciembre
HURTO AGRAVADO,Caazapa,0,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Caazapa,7,7,2,Diciembre
LESION,Caazapa,3,2,2,Diciembre
ROBO DE OBJETOS,Caazapa,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Caazapa,0,0,2,Diciembre
ROBO DE VEHICULOS,Caazapa,1,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Caazapa,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Caazapa,0,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Caazapa,0,0,2,Diciembre
ABIGEATO,Guaira,12,1,2,Diciembre
COACCION SEXUAL,Guaira,5,2,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Guaira,1,1,2,Diciembre
HOMICIDIO DOLOSO,Guaira,2,1,2,Diciembre
HURTO,Guaira,3,2,2,Diciembre
HURTO AGRAVADO,Guaira,6,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Guaira,16,16,2,Diciembre
LESION,Guaira,3,1,2,Diciembre
ROBO DE OBJETOS,Guaira,1,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Guaira,2,0,2,Diciembre
ROBO DE VEHICULOS,Guaira,1,1,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Guaira,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Guaira,7,2,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Guaira,0,0,2,Diciembre
ABIGEATO,Alto Parana,1,0,2,Diciembre
COACCION SEXUAL,Alto Parana,3,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Alto Parana,5,3,2,Diciembre
HOMICIDIO DOLOSO,Alto Parana,6,3,2,Diciembre
HURTO,Alto Parana,11,2,2,Diciembre
HURTO AGRAVADO,Alto Parana,5,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Alto Parana,25,23,2,Diciembre
LESION,Alto Parana,13,3,2,Diciembre
ROBO DE OBJETOS,Alto Parana,2,2,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Alto Parana,14,0,2,Diciembre
ROBO DE VEHICULOS,Alto Parana,4,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Alto Parana,4,0,2,Diciembre
ROBO DE MOTOCICLETAS,Alto Parana,3,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Alto Parana,1,0,2,Diciembre
ABIGEATO,Itapua,6,1,2,Diciembre
COACCION SEXUAL,Itapua,2,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Itapua,5,5,2,Diciembre
HOMICIDIO DOLOSO,Itapua,3,1,2,Diciembre
HURTO,Itapua,10,0,2,Diciembre
HURTO AGRAVADO,Itapua,5,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Itapua,10,10,2,Diciembre
LESION,Itapua,9,4,2,Diciembre
ROBO DE OBJETOS,Itapua,3,2,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Itapua,17,0,2,Diciembre
ROBO DE VEHICULOS,Itapua,1,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Itapua,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Itapua,5,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Itapua,0,0,2,Diciembre
ABIGEATO,Canindeyu,0,0,2,Diciembre
COACCION SEXUAL,Canindeyu,1,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Canindeyu,1,1,2,Diciembre
HOMICIDIO DOLOSO,Canindeyu,1,0,2,Diciembre
HURTO,Canindeyu,2,1,2,Diciembre
HURTO AGRAVADO,Canindeyu,2,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Canindeyu,1,1,2,Diciembre
LESION,Canindeyu,3,1,2,Diciembre
ROBO DE OBJETOS,Canindeyu,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Canindeyu,9,1,2,Diciembre
ROBO DE VEHICULOS,Canindeyu,1,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Canindeyu,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Canindeyu,0,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Canindeyu,0,0,2,Diciembre
ABIGEATO,Misiones,2,0,2,Diciembre
COACCION SEXUAL,Misiones,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Misiones,4,3,2,Diciembre
HOMICIDIO DOLOSO,Misiones,0,0,2,Diciembre
HURTO,Misiones,4,3,2,Diciembre
HURTO AGRAVADO,Misiones,5,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Misiones,23,22,2,Diciembre
LESION,Misiones,2,2,2,Diciembre
ROBO DE OBJETOS,Misiones,1,1,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Misiones,0,0,2,Diciembre
ROBO DE VEHICULOS,Misiones,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Misiones,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Misiones,7,4,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Misiones,0,0,2,Diciembre
ABIGEATO,Paraguari,7,1,2,Diciembre
COACCION SEXUAL,Paraguari,3,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Paraguari,3,3,2,Diciembre
HOMICIDIO DOLOSO,Paraguari,1,0,2,Diciembre
HURTO,Paraguari,3,1,2,Diciembre
HURTO AGRAVADO,Paraguari,7,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Paraguari,16,16,2,Diciembre
LESION,Paraguari,2,0,2,Diciembre
ROBO DE OBJETOS,Paraguari,2,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Paraguari,0,0,2,Diciembre
ROBO DE VEHICULOS,Paraguari,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Paraguari,1,1,2,Diciembre
ROBO DE MOTOCICLETAS,Paraguari,7,2,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Paraguari,0,0,2,Diciembre
ABIGEATO,Ñeembucu,4,0,2,Diciembre
COACCION SEXUAL,Ñeembucu,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Ñeembucu,1,1,2,Diciembre
HOMICIDIO DOLOSO,Ñeembucu,0,0,2,Diciembre
HURTO,Ñeembucu,2,1,2,Diciembre
HURTO AGRAVADO,Ñeembucu,1,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Ñeembucu,7,7,2,Diciembre
LESION,Ñeembucu,0,0,2,Diciembre
ROBO DE OBJETOS,Ñeembucu,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Ñeembucu,2,0,2,Diciembre
ROBO DE VEHICULOS,Ñeembucu,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Ñeembucu,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Ñeembucu,1,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Ñeembucu,0,0,2,Diciembre
ABIGEATO,Boqueron,1,0,2,Diciembre
COACCION SEXUAL,Boqueron,0,0,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Boqueron,0,0,2,Diciembre
HOMICIDIO DOLOSO,Boqueron,1,1,2,Diciembre
HURTO,Boqueron,0,0,2,Diciembre
HURTO AGRAVADO,Boqueron,0,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Boqueron,1,1,2,Diciembre
LESION,Boqueron,1,1,2,Diciembre
ROBO DE OBJETOS,Boqueron,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Boqueron,0,0,2,Diciembre
ROBO DE VEHICULOS,Boqueron,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Boqueron,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Boqueron,0,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Boqueron,0,0,2,Diciembre
ABIGEATO,Presidente Hayes,2,0,2,Diciembre
COACCION SEXUAL,Presidente Hayes,1,1,2,Diciembre
HOMICIDIO CULPOSO EN ACC DE TTO.,Presidente Hayes,1,1,2,Diciembre
HOMICIDIO DOLOSO,Presidente Hayes,0,0,2,Diciembre
HURTO,Presidente Hayes,2,0,2,Diciembre
HURTO AGRAVADO,Presidente Hayes,0,0,2,Diciembre
LESION CULPOSA EN ACC. DE TTO.,Presidente Hayes,2,2,2,Diciembre
LESION,Presidente Hayes,3,2,2,Diciembre
ROBO DE OBJETOS,Presidente Hayes,0,0,2,Diciembre
ROBO AGRAVADO DE OBJETOS,Presidente Hayes,0,0,2,Diciembre
ROBO DE VEHICULOS,Presidente Hayes,0,0,2,Diciembre
ROBO AGRAVADO DE VEHICULOS,Presidente Hayes,0,0,2,Diciembre
ROBO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Diciembre
ROBO AGRAVADO DE MOTOCICLETAS,Presidente Hayes,0,0,2,Diciembre
